recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
11,5) $500 - $750,731.33,0,0,Rural,1,Web,Mens E-Mail,0,0,0.0
9,3) $200 - $350,345.47,1,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
7,"6) $750 - $1,000",1035.54,1,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
4,5) $500 - $750,1434.93,0,0,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
5,"6) $750 - $1,000",1475.03,0,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
9,2) $100 - $200,250.03,0,0,Rural,1,Multichannel,No E-Mail,0,0,0.0
3,"7) $1,000 +",607.03,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
11,3) $200 - $350,982.44,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
4,4) $350 - $500,1342.11,1,1,Urban,1,Multichannel,Womens E-Mail,1,0,0.0
2,1) $0 - $100,333.13,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
11,"7) $1,000 +",39.76,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
4,1) $0 - $100,713.63,0,1,Rural,0,Web,No E-Mail,0,0,0.0
4,2) $100 - $200,1305.64,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0
2,1) $0 - $100,1331.2,0,1,Rural,1,Web,Mens E-Mail,1,0,0.0
1,1) $0 - $100,695.86,0,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
8,4) $350 - $500,964.1,0,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
3,"6) $750 - $1,000",48.35,1,1,Surburban,0,Phone,No E-Mail,1,0,0.0
5,3) $200 - $350,529.09,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
11,"6) $750 - $1,000",941.57,1,0,Rural,0,Phone,Womens E-Mail,1,0,0.0
10,1) $0 - $100,770.54,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
8,"7) $1,000 +",759.1,1,0,Rural,1,Multichannel,Mens E-Mail,1,0,0.0
3,3) $200 - $350,793.76,1,1,Rural,0,Web,No E-Mail,1,0,0.0
2,"6) $750 - $1,000",1136.7,0,0,Surburban,1,Multichannel,Mens E-Mail,1,0,0.0
10,4) $350 - $500,1050.39,0,0,Urban,1,Web,Mens E-Mail,1,0,0.0
5,"6) $750 - $1,000",252.66,0,1,Urban,1,Phone,Mens E-Mail,1,0,0.0
6,4) $350 - $500,194.25,0,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
11,4) $350 - $500,102.53,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
7,1) $0 - $100,134.93,1,1,Urban,1,Web,Mens E-Mail,0,0,0.0
5,2) $100 - $200,24.95,0,1,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
8,"7) $1,000 +",1295.86,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
8,2) $100 - $200,83.33,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
11,2) $100 - $200,1402.15,0,1,Rural,1,Web,No E-Mail,0,0,0.0
7,"7) $1,000 +",152.01,0,0,Urban,1,Web,Mens E-Mail,0,0,0.0
2,"6) $750 - $1,000",911.87,0,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
1,3) $200 - $350,1428.01,1,0,Rural,1,Multichannel,No E-Mail,0,0,0.0
1,"7) $1,000 +",1365.33,1,0,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0
7,1) $0 - $100,97.36,1,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
9,2) $100 - $200,1096.77,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
6,5) $500 - $750,119.81,0,0,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
7,"7) $1,000 +",497.09,1,1,Rural,0,Phone,No E-Mail,0,0,0.0
10,4) $350 - $500,1413.26,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
9,"7) $1,000 +",1179.53,1,0,Rural,0,Web,No E-Mail,0,0,0.0
4,"7) $1,000 +",1291.49,0,0,Urban,0,Web,Mens E-Mail,1,0,0.0
6,"7) $1,000 +",802.4,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
8,5) $500 - $750,903.1,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
8,"7) $1,000 +",1262.37,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
6,"6) $750 - $1,000",228.07,0,0,Surburban,1,Web,No E-Mail,0,0,0.0
2,"7) $1,000 +",595.35,0,0,Rural,1,Web,Mens E-Mail,1,0,0.0
3,1) $0 - $100,376.33,1,1,Surburban,1,Phone,Mens E-Mail,1,0,0.0
7,"6) $750 - $1,000",633.44,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
5,3) $200 - $350,1408.13,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0
9,4) $350 - $500,574.79,0,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
7,5) $500 - $750,471.23,0,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
6,1) $0 - $100,156.9,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
9,5) $500 - $750,325.01,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
1,2) $100 - $200,185.7,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
11,4) $350 - $500,1025.95,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
5,"6) $750 - $1,000",644.27,0,0,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
5,"6) $750 - $1,000",1051.4,0,0,Rural,1,Web,Mens E-Mail,0,0,0.0
6,4) $350 - $500,1381.98,0,0,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
1,5) $500 - $750,747.18,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
8,2) $100 - $200,70.07,0,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
6,3) $200 - $350,935.87,0,0,Surburban,0,Web,Womens E-Mail,1,0,0.0
10,"6) $750 - $1,000",432.75,0,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
6,1) $0 - $100,1223.46,0,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
7,"6) $750 - $1,000",1331.56,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0
9,"7) $1,000 +",683.26,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
4,3) $200 - $350,385.29,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
3,2) $100 - $200,1074.52,1,0,Rural,0,Web,Womens E-Mail,1,0,0.0
3,5) $500 - $750,1382.35,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
7,"7) $1,000 +",182.3,1,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
2,"6) $750 - $1,000",1290.55,1,1,Rural,1,Web,Mens E-Mail,0,0,0.0
11,3) $200 - $350,456.67,0,1,Rural,0,Multichannel,No E-Mail,0,0,0.0
8,5) $500 - $750,317.87,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
5,"6) $750 - $1,000",1495.24,0,0,Surburban,1,Web,Womens E-Mail,1,0,0.0
3,4) $350 - $500,543.46,0,0,Surburban,1,Phone,No E-Mail,1,0,0.0
10,"6) $750 - $1,000",916.61,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0
11,4) $350 - $500,740.82,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
5,3) $200 - $350,834.79,0,0,Urban,1,Phone,Womens E-Mail,1,0,0.0
3,4) $350 - $500,279.78,0,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
3,2) $100 - $200,1476.97,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0
6,5) $500 - $750,1182.62,1,1,Rural,0,Web,No E-Mail,0,0,0.0
1,"6) $750 - $1,000",22.95,1,0,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
9,4) $350 - $500,1171.29,0,0,Rural,0,Web,Mens E-Mail,0,0,0.0
3,2) $100 - $200,348.11,1,0,Rural,1,Phone,Womens E-Mail,1,0,0.0
6,3) $200 - $350,1146.09,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,82.26
2,"7) $1,000 +",611.63,0,0,Rural,0,Multichannel,Womens E-Mail,1,0,0.0
5,"7) $1,000 +",289.6,1,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
1,3) $200 - $350,1027.37,0,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
2,4) $350 - $500,980.8,0,1,Urban,0,Web,No E-Mail,0,0,0.0
3,"6) $750 - $1,000",1134.82,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
11,"7) $1,000 +",822.09,0,1,Surburban,1,Multichannel,Womens E-Mail,1,0,0.0
5,5) $500 - $750,834.2,1,1,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
8,1) $0 - $100,348.28,1,0,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
8,5) $500 - $750,976.02,0,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
4,"7) $1,000 +",901.17,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
9,5) $500 - $750,90.45,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
10,"7) $1,000 +",1259.42,1,1,Rural,1,Web,Mens E-Mail,0,0,0.0
7,"6) $750 - $1,000",1137.9,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
6,1) $0 - $100,453.52,1,1,Surburban,0,Phone,No E-Mail,1,0,0.0
6,2) $100 - $200,29.99,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
3,5) $500 - $750,1335.39,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
3,4) $350 - $500,478.13,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
10,2) $100 - $200,902.19,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
3,4) $350 - $500,1278.48,1,1,Urban,1,Phone,Mens E-Mail,1,0,0.0
4,4) $350 - $500,915.17,1,0,Rural,1,Web,Womens E-Mail,1,0,0.0
4,4) $350 - $500,1144.44,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
7,"6) $750 - $1,000",1486.84,0,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
7,5) $500 - $750,1069.78,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
5,"7) $1,000 +",204.81,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
8,2) $100 - $200,1153.1,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
2,5) $500 - $750,910.92,1,1,Rural,1,Phone,Mens E-Mail,1,1,57.71
3,5) $500 - $750,748.1,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
11,1) $0 - $100,758.08,0,1,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
2,4) $350 - $500,1143.6,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
5,"6) $750 - $1,000",1199.54,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,2) $100 - $200,781.63,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
7,4) $350 - $500,1488.12,1,1,Surburban,0,Multichannel,Womens E-Mail,0,1,27.95
11,5) $500 - $750,201.1,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
6,1) $0 - $100,1477.25,0,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
4,2) $100 - $200,226.6,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
6,2) $100 - $200,769.95,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
9,2) $100 - $200,1375.2,0,1,Urban,0,Multichannel,No E-Mail,1,0,0.0
10,4) $350 - $500,749.83,0,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0
7,4) $350 - $500,275.67,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
10,4) $350 - $500,1411.4,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
3,2) $100 - $200,761.66,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
8,"7) $1,000 +",1127.43,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
10,1) $0 - $100,807.83,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
3,2) $100 - $200,381.13,1,1,Rural,0,Phone,Mens E-Mail,0,1,77.56
3,"7) $1,000 +",1444.71,0,0,Rural,1,Web,Womens E-Mail,0,0,0.0
11,"7) $1,000 +",574.66,1,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0
1,"6) $750 - $1,000",475.43,0,0,Urban,1,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,1327.94,0,0,Urban,1,Web,Mens E-Mail,0,0,0.0
6,2) $100 - $200,804.62,0,1,Rural,1,Web,No E-Mail,0,0,0.0
11,4) $350 - $500,1221.69,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
9,"7) $1,000 +",1244.85,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,"6) $750 - $1,000",1002.79,1,1,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0
2,3) $200 - $350,291.01,1,1,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
2,1) $0 - $100,276.51,1,0,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
6,"6) $750 - $1,000",631.92,0,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
3,"7) $1,000 +",142.25,0,1,Urban,1,Web,No E-Mail,0,0,0.0
4,4) $350 - $500,611.47,0,0,Urban,1,Web,Mens E-Mail,0,0,0.0
8,1) $0 - $100,1146.0,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0
10,"7) $1,000 +",1055.91,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
5,"7) $1,000 +",1186.21,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
1,"7) $1,000 +",1385.79,1,1,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
3,"6) $750 - $1,000",1142.93,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0
2,"7) $1,000 +",1151.28,0,1,Rural,0,Multichannel,No E-Mail,1,0,0.0
2,5) $500 - $750,709.58,0,0,Rural,0,Multichannel,Mens E-Mail,1,0,0.0
4,1) $0 - $100,310.24,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
3,4) $350 - $500,1351.02,1,1,Rural,0,Web,No E-Mail,1,0,0.0
6,1) $0 - $100,1073.09,0,0,Urban,0,Web,Womens E-Mail,0,0,0.0
2,4) $350 - $500,523.96,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
7,3) $200 - $350,1401.1,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
5,"7) $1,000 +",1250.8,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
8,1) $0 - $100,969.8,1,1,Rural,0,Multichannel,Womens E-Mail,1,0,0.0
2,1) $0 - $100,1017.03,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
1,"7) $1,000 +",156.72,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
1,4) $350 - $500,397.42,1,1,Rural,0,Phone,No E-Mail,0,0,0.0
5,1) $0 - $100,1056.16,0,0,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
3,5) $500 - $750,970.81,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
11,5) $500 - $750,135.6,0,1,Rural,1,Web,No E-Mail,1,0,0.0
8,3) $200 - $350,552.29,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
6,2) $100 - $200,292.52,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
3,"7) $1,000 +",33.21,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
2,5) $500 - $750,922.57,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
10,"7) $1,000 +",496.13,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
8,2) $100 - $200,1010.52,1,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
3,4) $350 - $500,1029.07,0,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
5,5) $500 - $750,411.7,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,1) $0 - $100,1380.33,0,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
9,5) $500 - $750,199.81,0,0,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
9,"6) $750 - $1,000",1368.94,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
2,3) $200 - $350,1050.75,1,1,Rural,0,Multichannel,No E-Mail,0,0,0.0
3,"7) $1,000 +",1427.8,1,0,Rural,1,Phone,No E-Mail,1,0,0.0
11,"7) $1,000 +",1092.29,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
7,3) $200 - $350,897.35,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
7,3) $200 - $350,81.13,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
7,1) $0 - $100,733.99,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0
10,5) $500 - $750,611.71,1,0,Urban,1,Multichannel,No E-Mail,1,0,0.0
5,5) $500 - $750,1320.16,1,0,Urban,1,Web,Womens E-Mail,1,0,0.0
4,"7) $1,000 +",516.35,0,0,Rural,1,Web,Womens E-Mail,0,0,0.0
5,"6) $750 - $1,000",1130.07,0,0,Surburban,1,Multichannel,Mens E-Mail,1,0,0.0
5,1) $0 - $100,423.62,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
5,1) $0 - $100,220.98,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
7,2) $100 - $200,815.18,1,1,Rural,1,Web,Womens E-Mail,1,0,0.0
5,2) $100 - $200,383.8,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
6,"7) $1,000 +",263.91,1,0,Rural,1,Web,Womens E-Mail,1,0,0.0
7,"7) $1,000 +",260.18,1,1,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
7,"6) $750 - $1,000",1328.55,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
1,2) $100 - $200,905.09,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
3,5) $500 - $750,1111.4,0,1,Urban,1,Phone,Mens E-Mail,1,0,0.0
1,2) $100 - $200,764.29,0,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
9,"6) $750 - $1,000",1061.17,1,1,Urban,0,Multichannel,Womens E-Mail,1,0,0.0
10,3) $200 - $350,758.69,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
2,2) $100 - $200,1311.91,0,0,Urban,1,Phone,No E-Mail,0,0,0.0
2,"6) $750 - $1,000",882.87,1,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
10,3) $200 - $350,1412.42,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
9,"7) $1,000 +",1457.24,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
5,"7) $1,000 +",196.76,0,0,Rural,1,Multichannel,Mens E-Mail,1,0,0.0
5,"6) $750 - $1,000",202.85,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
10,5) $500 - $750,296.12,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
5,5) $500 - $750,85.71,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
8,5) $500 - $750,582.89,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0
3,1) $0 - $100,1241.11,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
10,3) $200 - $350,1382.21,1,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
2,4) $350 - $500,442.33,1,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
6,5) $500 - $750,1345.57,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
6,"7) $1,000 +",368.11,1,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
9,2) $100 - $200,323.28,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
2,"6) $750 - $1,000",689.04,0,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
4,4) $350 - $500,1043.42,0,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
7,"7) $1,000 +",1222.71,0,0,Urban,0,Phone,Mens E-Mail,1,0,0.0
3,1) $0 - $100,802.9,1,1,Urban,0,Web,No E-Mail,0,0,0.0
8,3) $200 - $350,63.4,0,0,Surburban,1,Phone,Womens E-Mail,1,0,0.0
11,3) $200 - $350,722.55,0,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
11,1) $0 - $100,47.9,0,1,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
2,1) $0 - $100,1099.06,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
7,5) $500 - $750,894.99,1,1,Urban,1,Web,Mens E-Mail,1,0,0.0
4,4) $350 - $500,885.37,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
5,5) $500 - $750,432.07,0,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
9,"6) $750 - $1,000",1453.76,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
9,1) $0 - $100,756.78,0,0,Rural,0,Web,Womens E-Mail,0,0,0.0
8,5) $500 - $750,1417.88,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
8,2) $100 - $200,1037.97,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
4,"6) $750 - $1,000",116.0,0,0,Rural,1,Web,Mens E-Mail,1,0,0.0
11,"7) $1,000 +",370.58,1,1,Rural,0,Web,Womens E-Mail,0,0,0.0
11,3) $200 - $350,911.54,1,0,Surburban,0,Web,Womens E-Mail,1,0,0.0
9,"6) $750 - $1,000",1065.81,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
8,1) $0 - $100,785.6,0,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
1,"6) $750 - $1,000",1089.43,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
11,3) $200 - $350,427.92,0,0,Urban,1,Multichannel,Mens E-Mail,1,0,0.0
8,"6) $750 - $1,000",650.8,1,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
11,5) $500 - $750,972.25,1,0,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
10,5) $500 - $750,1477.31,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
5,5) $500 - $750,990.94,1,1,Rural,1,Phone,No E-Mail,0,1,28.39
8,3) $200 - $350,593.5,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
11,2) $100 - $200,319.34,0,0,Rural,1,Web,No E-Mail,0,0,0.0
7,"6) $750 - $1,000",1265.45,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
9,"7) $1,000 +",903.72,1,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
1,2) $100 - $200,820.5,1,1,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
4,4) $350 - $500,783.1,1,0,Rural,0,Phone,Mens E-Mail,1,0,0.0
11,1) $0 - $100,195.3,0,0,Surburban,1,Phone,No E-Mail,0,0,0.0
7,4) $350 - $500,1281.67,1,0,Rural,1,Phone,Mens E-Mail,1,0,0.0
6,"6) $750 - $1,000",138.05,1,1,Rural,0,Multichannel,Womens E-Mail,1,0,0.0
8,"7) $1,000 +",343.18,0,0,Rural,1,Phone,Womens E-Mail,1,0,0.0
2,1) $0 - $100,1087.41,0,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
11,3) $200 - $350,727.59,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,3) $200 - $350,825.47,1,1,Surburban,0,Multichannel,No E-Mail,1,0,0.0
8,"7) $1,000 +",1153.26,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
3,"6) $750 - $1,000",1477.54,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0
5,3) $200 - $350,1182.32,0,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
9,3) $200 - $350,338.39,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
9,"7) $1,000 +",1386.38,1,1,Urban,0,Web,Womens E-Mail,0,0,0.0
4,5) $500 - $750,456.93,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
6,4) $350 - $500,186.83,0,0,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
7,"7) $1,000 +",431.63,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
8,5) $500 - $750,79.32,0,1,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
10,1) $0 - $100,996.35,1,1,Urban,0,Web,No E-Mail,1,0,0.0
2,2) $100 - $200,310.95,0,0,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
10,1) $0 - $100,1123.23,0,0,Urban,1,Web,Mens E-Mail,1,0,0.0
4,2) $100 - $200,1322.0,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
7,"7) $1,000 +",608.53,0,0,Urban,1,Phone,Womens E-Mail,1,0,0.0
3,"7) $1,000 +",169.66,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
10,2) $100 - $200,178.44,1,0,Rural,0,Phone,Womens E-Mail,1,0,0.0
9,4) $350 - $500,969.73,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
7,5) $500 - $750,649.84,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0
10,3) $200 - $350,1089.1,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
5,3) $200 - $350,944.43,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
1,4) $350 - $500,1421.31,0,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
3,4) $350 - $500,88.94,0,0,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
4,"7) $1,000 +",205.53,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
6,5) $500 - $750,648.82,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0
10,2) $100 - $200,1298.02,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
10,5) $500 - $750,1336.4,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
9,4) $350 - $500,570.59,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
10,3) $200 - $350,1244.29,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
3,"7) $1,000 +",1432.66,1,1,Rural,1,Web,Mens E-Mail,0,0,0.0
2,3) $200 - $350,1410.25,1,0,Surburban,1,Multichannel,Womens E-Mail,1,0,0.0
8,5) $500 - $750,361.62,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
6,"7) $1,000 +",32.9,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
6,"7) $1,000 +",447.08,0,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
10,"7) $1,000 +",266.87,1,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,1102.45,1,1,Rural,1,Web,Mens E-Mail,1,0,0.0
11,"6) $750 - $1,000",471.52,1,1,Rural,1,Web,Womens E-Mail,0,0,0.0
10,2) $100 - $200,230.26,1,0,Surburban,0,Web,Womens E-Mail,1,0,0.0
11,"6) $750 - $1,000",456.04,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
3,"7) $1,000 +",1117.29,1,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
9,5) $500 - $750,54.6,0,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
9,"7) $1,000 +",1463.53,0,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
4,1) $0 - $100,148.18,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
4,1) $0 - $100,26.54,0,0,Rural,0,Web,Womens E-Mail,0,0,0.0
8,"7) $1,000 +",408.65,0,0,Urban,1,Phone,No E-Mail,0,0,0.0
2,2) $100 - $200,301.41,1,0,Rural,0,Phone,Womens E-Mail,1,0,0.0
