client_id,treatment_flg,target
c_001552,0,0
c_001553,1,0
c_001554,1,0
c_001555,1,1
c_001556,0,0
c_001557,1,0
c_001558,0,0
c_001559,1,0
c_001560,0,0
c_001561,0,0
c_001562,0,0
c_001563,0,0
c_001564,1,0
c_001565,0,0
c_001566,1,0
c_001567,1,0
c_001568,0,0
c_001569,0,0
c_001570,1,0
c_001571,1,0
c_001572,1,0
c_001573,0,1
c_001574,1,0
c_001575,0,0
c_001576,0,0
c_001577,0,1
c_001578,1,0
c_001579,0,1
c_001580,0,0
c_001581,0,0
c_001582,0,0
c_001583,0,0
c_001584,0,0
c_001585,0,0
c_001586,0,0
c_001587,1,1
c_001588,1,0
c_001589,1,0
c_001590,0,0
c_001591,1,0
c_001592,0,0
c_001593,0,0
c_001594,1,0
c_001595,1,0
c_001596,1,0
c_001597,0,0
c_001598,0,1
c_001599,1,1
c_001600,1,1
c_001601,0,0
c_001602,0,0
c_001603,1,0
c_001604,1,0
c_001605,0,0
c_001606,0,0
c_001607,0,0
c_001608,1,1
c_001609,1,0
c_001610,1,0
c_001611,1,0
c_001612,0,0
c_001613,1,0
c_001614,1,0
c_001615,0,0
c_001616,1,0
c_001617,1,0
c_001618,0,0
c_001619,0,0
c_001620,0,0
c_001621,0,0
c_001622,0,0
c_001623,1,0
c_001624,1,0
c_001625,1,0
c_001626,0,0
c_001627,0,0
c_001628,1,0
c_001629,1,0
c_001630,1,0
c_001631,0,0
c_001632,1,0
c_001633,0,0
c_001634,0,0
c_001635,1,0
c_001636,1,0
c_001637,0,0
c_001638,1,0
c_001639,0,0
c_001640,0,0
c_001641,1,0
c_001642,0,0
c_001643,0,0
c_001644,0,0
c_001645,1,0
c_001646,1,0
c_001647,1,0
c_001648,0,0
c_001649,1,0
c_001650,0,1
c_001651,0,0
c_001652,0,0
c_001653,1,0
c_001654,1,0
c_001655,0,0
c_001656,1,0
c_001657,1,0
c_001658,0,0
c_001659,0,0
c_001660,0,0
c_001661,1,0
c_001662,1,0
c_001663,0,0
c_001664,0,0
c_001665,0,0
c_001666,0,0
c_001667,0,0
c_001668,1,0
c_001669,1,0
c_001670,0,0
c_001671,1,0
c_001672,0,1
c_001673,1,1
c_001674,0,0
c_001675,0,0
c_001676,1,0
c_001677,0,0
c_001678,0,0
c_001679,0,0
c_001680,0,0
c_001681,0,0
c_001682,1,0
c_001683,1,0
c_001684,0,0
c_001685,0,0
c_001686,0,0
c_001687,1,0
c_001688,0,0
c_001689,0,0
c_001690,0,0
c_001691,1,1
c_001692,0,1
c_001693,0,0
c_001694,1,0
c_001695,1,0
c_001696,1,0
c_001697,0,0
c_001698,0,0
c_001699,0,0
c_001700,0,0
c_001701,0,1
c_001702,1,0
c_001703,0,1
c_001704,1,0
c_001705,0,0
c_001706,1,1
c_001707,0,0
c_001708,0,0
c_001709,1,0
c_001710,1,0
c_001711,1,0
c_001712,1,0
c_001713,1,0
c_001714,1,0
c_001715,1,0
c_001716,1,1
c_001717,1,0
c_001718,0,0
c_001719,0,0
c_001720,1,0
c_001721,0,0
c_001722,0,0
c_001723,0,0
c_001724,0,0
c_001725,0,0
c_001726,1,0
c_001727,0,0
c_001728,1,0
c_001729,0,0
c_001730,0,1
c_001731,0,0
c_001732,1,0
c_001733,1,1
c_001734,1,1
c_001735,1,0
c_001736,0,0
c_001737,0,0
c_001738,0,0
c_001739,1,0
c_001740,1,0
c_001741,0,0
c_001742,0,0
c_001743,1,0
c_001744,0,0
c_001745,1,1
c_001746,0,0
c_001747,1,0
c_001748,0,0
c_001749,1,1
c_001750,0,0
c_001751,0,0
c_001752,1,0
c_001753,1,1
c_001754,0,0
c_001755,0,0
c_001756,1,0
c_001757,0,0
c_001758,1,0
c_001759,0,0
c_001760,0,0
c_001761,1,0
c_001762,1,0
c_001763,0,0
c_001764,1,0
c_001765,0,0
c_001766,1,0
c_001767,0,0
c_001768,1,0
c_001769,0,0
c_001770,0,0
c_001771,0,0
c_001772,1,1
c_001773,1,0
c_001774,0,0
c_001775,0,0
c_001776,1,0
c_001777,0,0
c_001778,0,1
c_001779,1,0
c_001780,0,0
c_001781,1,1
c_001782,0,0
c_001783,0,0
c_001784,0,0
c_001785,0,0
c_001786,0,0
c_001787,0,0
c_001788,1,0
c_001789,0,0
c_001790,1,1
c_001791,1,0
c_001792,0,0
c_001793,0,0
c_001794,0,1
c_001795,0,0
c_001796,1,0
c_001797,1,1
c_001798,1,0
c_001799,1,0
c_001800,0,0
c_001801,1,0
c_001802,0,0
c_001803,1,0
c_001804,1,0
c_001805,0,0
c_001806,0,0
c_001807,1,0
c_001808,0,0
c_001809,0,0
c_001810,1,0
c_001811,0,0
c_001812,1,1
c_001813,1,0
c_001814,0,0
c_001815,0,1
c_001816,1,0
c_001817,1,0
c_001818,1,0
c_001819,1,0
c_001820,0,0
c_001821,0,0
c_001822,1,0
c_001823,0,0
c_001824,0,0
c_001825,1,0
c_001826,1,0
c_001827,0,0
c_001828,1,0
c_001829,0,0
c_001830,0,0
c_001831,0,0
c_001832,0,1
c_001833,1,0
c_001834,0,1
c_001835,1,0
c_001836,1,0
c_001837,1,0
c_001838,0,0
c_001839,1,0
c_001840,0,0
c_001841,0,0
c_001842,0,0
c_001843,1,0
c_001844,1,0
c_001845,0,0
c_001846,1,0
c_001847,1,0
c_001848,0,1
c_001849,1,0
c_001850,1,0
c_001851,0,0
c_001852,1,0
c_001853,0,0
c_001854,0,0
c_001855,1,0
c_001856,1,1
c_001857,0,0
c_001858,1,0
c_001859,1,0
c_001860,1,0
c_001861,0,0
c_001862,1,0
c_001863,1,0
c_001864,1,0
c_001865,0,0
c_001866,0,0
c_001867,0,1
c_001868,0,0
c_001869,1,0
c_001870,1,0
c_001871,0,0
c_001872,1,1
c_001873,0,0
c_001874,1,0
c_001875,0,0
c_001876,0,0
c_001877,1,0
c_001878,0,0
c_001879,0,0
c_001880,0,0
c_001881,0,0
c_001882,1,0
c_001883,0,1
c_001884,1,0
c_001885,1,0
c_001886,0,1
c_001887,0,0
c_001888,0,0
c_001889,0,0
c_001890,1,0
c_001891,1,1
c_001892,0,0
c_001893,0,0
c_001894,1,1
c_001895,0,0
c_001896,0,0
c_001897,1,0
c_001898,0,0
c_001899,0,0
c_001900,0,0
c_001901,1,0
c_001902,1,1
c_001903,1,0
c_001904,1,0
c_001905,0,0
c_001906,1,0
c_001907,0,0
c_001908,1,0
c_001909,0,0
c_001910,1,0
c_001911,1,0
c_001912,0,0
c_001913,0,0
c_001914,1,1
c_001915,1,0
c_001916,1,1
c_001917,1,0
c_001918,1,0
c_001919,0,0
c_001920,0,0
c_001921,0,0
c_001922,1,0
c_001923,1,0
c_001924,1,1
c_001925,0,0
c_001926,0,0
c_001927,0,0
c_001928,0,0
c_001929,0,1
c_001930,1,1
c_001931,1,0
c_001932,0,0
c_001933,0,0
c_001934,1,0
c_001935,1,1
c_001936,0,0
c_001937,0,0
c_001938,1,0
c_001939,0,0
c_001940,1,0
c_001941,1,0
c_001942,1,1
c_001943,0,0
c_001944,1,0
c_001945,1,0
c_001946,1,0
c_001947,1,0
c_001948,1,0
c_001949,1,0
c_001950,1,0
c_001951,1,0
c_001952,1,0
c_001953,0,0
c_001954,1,0
c_001955,1,1
c_001956,1,1
c_001957,0,0
c_001958,1,0
c_001959,0,0
c_001960,0,0
c_001961,0,0
c_001962,0,0
c_001963,0,0
c_001964,0,0
c_001965,0,0
c_001966,1,1
c_001967,0,0
c_001968,1,0
c_001969,0,0
c_001970,0,0
c_001971,0,0
c_001972,1,0
c_001973,0,0
c_001974,1,0
c_001975,0,0
c_001976,1,0
c_001977,1,1
c_001978,0,0
c_001979,0,0
c_001980,1,0
c_001981,0,0
c_001982,1,0
c_001983,1,0
c_001984,1,0
c_001985,1,0
c_001986,1,0
c_001987,0,0
c_001988,0,1
c_001989,0,0
c_001990,1,0
c_001991,0,0
c_001992,0,0
c_001993,1,0
c_001994,1,0
c_001995,1,0
c_001996,1,1
c_001997,1,1
c_001998,1,0
c_001999,1,0
c_002000,1,0
c_002001,0,0
c_002002,0,0
c_002003,0,0
c_002004,0,0
c_002005,0,0
c_002006,1,0
c_002007,0,0
c_002008,1,0
c_002009,0,0
c_002010,0,0
c_002011,1,1
c_002012,0,0
c_002013,1,0
c_002014,1,0
c_002015,0,0
c_002016,1,0
c_002017,1,1
c_002018,1,0
c_002019,0,0
c_002020,0,0
c_002021,1,0
c_002022,1,0
c_002023,0,0
c_002024,1,0
c_002025,1,0
c_002026,1,0
c_002027,0,0
c_002028,1,0
c_002029,1,1
c_002030,1,1
c_002031,0,0
c_002032,1,0
c_002033,1,0
c_002034,1,1
c_002035,0,0
c_002036,1,0
c_002037,1,0
c_002038,1,0
c_002039,1,0
c_002040,0,0
c_002041,1,0
c_002042,0,0
c_002043,1,0
c_002044,0,0
c_002045,1,0
c_002046,1,0
c_002047,0,0
c_002048,1,0
c_002049,0,0
c_002050,0,0
c_002051,1,1
c_002052,1,0
c_002053,1,0
c_002054,1,0
c_002055,0,0
c_002056,0,0
c_002057,0,0
c_002058,1,0
c_002059,1,1
c_002060,0,0
c_002061,0,0
c_002062,1,0
c_002063,0,1
c_002064,1,0
c_002065,1,0
c_002066,1,0
c_002067,0,0
c_002068,0,0
c_002069,1,0
c_002070,0,0
c_002071,0,0
c_002072,0,0
c_002073,0,0
c_002074,1,0
c_002075,1,0
c_002076,0,0
c_002077,0,0
c_002078,0,0
c_002079,0,0
c_002080,1,0
c_002081,1,0
c_002082,0,0
c_002083,0,0
c_002084,1,0
c_002085,1,0
c_002086,0,1
c_002087,0,0
c_002088,1,0
c_002089,1,0
c_002090,0,0
c_002091,1,0
c_002092,1,1
c_002093,0,0
c_002094,0,0
c_002095,0,0
c_002096,1,0
c_002097,1,0
c_002098,1,0
c_002099,1,0
c_002100,0,1
c_002101,0,0
c_002102,1,0
c_002103,0,0
c_002104,1,0
c_002105,0,0
c_002106,0,0
c_002107,1,0
c_002108,0,0
c_002109,1,0
c_002110,0,0
c_002111,1,0
c_002112,0,1
c_002113,1,1
c_002114,0,1
c_002115,1,1
c_002116,1,0
c_002117,1,0
c_002118,0,0
c_002119,1,0
c_002120,0,0
c_002121,1,0
c_002122,0,0
c_002123,0,0
c_002124,1,0
c_002125,1,0
c_002126,0,0
c_002127,1,1
c_002128,1,0
c_002129,1,1
c_002130,0,1
c_002131,1,1
c_002132,1,0
c_002133,1,0
c_002134,1,0
c_002135,1,0
c_002136,0,0
c_002137,1,1
c_002138,1,0
c_002139,1,0
c_002140,0,0
c_002141,1,0
c_002142,1,0
c_002143,0,0
c_002144,0,0
c_002145,1,0
c_002146,1,0
c_002147,0,0
c_002148,0,0
c_002149,1,1
c_002150,0,0
c_002151,1,0
c_002152,1,0
c_002153,0,0
c_002154,0,0
c_002155,0,0
c_002156,1,0
c_002157,1,0
c_002158,1,0
c_002159,0,0
c_002160,0,0
c_002161,0,1
c_002162,0,0
c_002163,0,0
c_002164,0,0
c_002165,1,0
c_002166,1,0
c_002167,1,0
c_002168,1,0
c_002169,0,0
c_002170,1,0
c_002171,0,0
c_002172,0,0
c_002173,1,1
c_002174,1,0
c_002175,0,0
c_002176,1,0
c_002177,1,1
c_002178,0,0
c_002179,0,0
c_002180,0,0
c_002181,0,0
c_002182,0,0
c_002183,1,1
c_002184,1,0
c_002185,0,1
c_002186,1,0
c_002187,0,0
c_002188,1,0
c_002189,0,0
c_002190,0,0
c_002191,1,0
c_002192,1,0
c_002193,1,0
c_002194,1,1
c_002195,1,0
c_002196,0,1
c_002197,0,0
c_002198,1,1
c_002199,1,0
c_002200,1,1
c_002201,1,0
c_002202,0,0
c_002203,1,0
c_002204,1,1
c_002205,1,0
c_002206,0,1
c_002207,0,0
c_002208,0,0
c_002209,1,1
c_002210,1,1
c_002211,1,0
c_002212,0,0
c_002213,1,0
c_002214,0,0
c_002215,0,0
c_002216,0,0
c_002217,0,1
c_002218,0,0
c_002219,1,0
c_002220,0,0
c_002221,1,0
c_002222,1,0
c_002223,1,0
c_002224,0,1
c_002225,0,0
c_002226,0,0
c_002227,0,0
c_002228,0,0
c_002229,1,0
c_002230,1,0
c_002231,1,0
c_002232,0,0
c_002233,1,0
c_002234,1,0
c_002235,1,0
c_002236,1,0
c_002237,0,0
c_002238,1,1
c_002239,0,0
c_002240,0,0
c_002241,1,1
c_002242,1,0
c_002243,1,0
c_002244,1,1
c_002245,1,0
c_002246,0,0
c_002247,0,0
c_002248,0,0
c_002249,0,0
c_002250,1,0
c_002251,1,0
c_002252,0,0
c_002253,1,0
c_002254,0,0
c_002255,0,0
c_002256,1,0
c_002257,0,0
c_002258,0,0
c_002259,1,1
c_002260,1,0
c_002261,0,0
c_002262,1,1
c_002263,1,0
c_002264,1,0
c_002265,1,0
c_002266,0,0
c_002267,1,0
c_002268,0,0
c_002269,0,1
c_002270,0,0
c_002271,0,0
c_002272,0,0
c_002273,1,0
c_002274,0,0
c_002275,0,0
c_002276,0,0
c_002277,0,1
c_002278,1,1
c_002279,0,0
c_002280,1,1
c_002281,1,0
c_002282,1,0
c_002283,0,0
c_002284,0,0
c_002285,0,1
c_002286,1,1
c_002287,1,0
c_002288,1,0
c_002289,1,0
c_002290,1,1
c_002291,0,1
c_002292,0,0
c_002293,1,0
c_002294,1,0
c_002295,0,0
c_002296,1,0
c_002297,1,0
c_002298,0,0
c_002299,0,1
c_002300,1,0
c_002301,1,0
c_002302,1,0
c_002303,1,1
c_002304,1,0
c_002305,0,0
c_002306,0,1
c_002307,0,1
c_002308,1,0
c_002309,0,0
c_002310,1,1
c_002311,0,0
c_002312,0,0
c_002313,1,0
c_002314,1,0
c_002315,1,0
c_002316,1,0
c_002317,1,0
c_002318,0,0
c_002319,1,0
c_002320,0,0
c_002321,1,0
c_002322,0,1
c_002323,0,0
c_002324,1,0
c_002325,0,0
c_002326,1,0
c_002327,0,0
c_002328,0,0
c_002329,0,0
c_002330,1,0
c_002331,0,0
c_002332,0,0
c_002333,0,0
c_002334,0,0
c_002335,1,0
c_002336,1,0
c_002337,1,1
c_002338,0,0
c_002339,1,1
c_002340,1,0
c_002341,1,0
c_002342,0,0
c_002343,1,0
c_002344,0,0
c_002345,1,0
c_002346,0,0
c_002347,0,0
c_002348,0,0
c_002349,1,1
c_002350,1,0
c_002351,0,0
c_002352,1,0
c_002353,1,1
c_002354,1,0
c_002355,1,0
c_002356,1,0
c_002357,0,0
c_002358,1,0
c_002359,1,0
c_002360,1,0
c_002361,0,0
c_002362,1,0
c_002363,0,0
c_002364,0,0
c_002365,0,0
c_002366,1,0
c_002367,0,0
c_002368,0,0
c_002369,1,0
c_002370,0,0
c_002371,0,0
c_002372,1,0
c_002373,0,0
c_002374,0,0
c_002375,1,0
c_002376,0,0
c_002377,0,0
c_002378,1,0
c_002379,1,0
c_002380,0,0
c_002381,0,0
c_002382,1,1
c_002383,0,0
c_002384,0,0
c_002385,0,0
c_002386,0,0
c_002387,0,0
c_002388,0,0
c_002389,0,0
c_002390,0,1
c_002391,0,0
c_002392,0,0
c_002393,0,0
c_002394,0,0
c_002395,0,0
c_002396,0,0
c_002397,1,0
c_002398,0,0
c_002399,0,0
c_002400,0,0
c_002401,0,0
c_002402,0,0
c_002403,0,0
c_002404,1,0
c_002405,0,0
c_002406,1,0
c_002407,1,0
c_002408,1,1
c_002409,1,0
c_002410,0,0
c_002411,1,0
c_002412,0,0
c_002413,0,0
c_002414,0,0
c_002415,1,0
c_002416,0,0
c_002417,0,0
c_002418,1,0
c_002419,1,0
c_002420,1,0
c_002421,0,0
c_002422,1,0
c_002423,1,1
c_002424,1,0
c_002425,0,0
c_002426,1,0
c_002427,0,0
c_002428,1,0
c_002429,1,0
c_002430,1,0
c_002431,0,0
c_002432,1,0
c_002433,1,0
c_002434,0,0
c_002435,1,1
c_002436,1,0
c_002437,0,0
c_002438,0,0
c_002439,1,1
c_002440,0,0
c_002441,1,0
c_002442,1,0
c_002443,1,0
c_002444,1,0
c_002445,0,0
c_002446,1,1
c_002447,0,0
c_002448,1,0
c_002449,0,0
c_002450,0,0
c_002451,0,0
c_002452,1,0
c_002453,1,0
c_002454,1,1
c_002455,0,0
c_002456,0,0
c_002457,0,0
c_002458,1,0
c_002459,1,0
c_002460,1,1
c_002461,1,0
c_002462,1,0
c_002463,0,0
c_002464,1,0
c_002465,0,0
c_002466,0,0
c_002467,0,0
c_002468,1,0
c_002469,0,1
c_002470,0,0
c_002471,0,0
c_002472,0,0
c_002473,0,0
c_002474,1,0
c_002475,1,0
c_002476,1,0
c_002477,0,1
c_002478,0,1
c_002479,1,1
c_002480,1,0
c_002481,1,0
c_002482,0,1
c_002483,1,0
c_002484,1,1
c_002485,1,0
c_002486,0,0
c_002487,0,0
c_002488,1,1
c_002489,0,0
c_002490,1,0
c_002491,1,0
c_002492,0,0
c_002493,0,0
c_002494,0,0
c_002495,0,1
c_002496,0,0
c_002497,0,0
c_002498,0,0
c_002499,0,0
c_002500,1,0
c_002501,0,0
c_002502,0,0
c_002503,0,0
c_002504,1,1
c_002505,1,0
c_002506,0,0
c_002507,1,1
c_002508,0,0
c_002509,0,1
c_002510,0,0
c_002511,1,0
c_002512,1,0
c_002513,0,0
c_002514,0,1
c_002515,1,0
c_002516,0,0
c_002517,1,0
c_002518,0,0
c_002519,1,0
c_002520,1,0
c_002521,0,0
c_002522,1,0
c_002523,0,0
c_002524,1,0
c_002525,0,0
c_002526,0,0
c_002527,0,0
c_002528,0,0
c_002529,1,0
c_002530,0,0
c_002531,0,0
c_002532,1,0
c_002533,0,0
c_002534,0,0
c_002535,0,0
c_002536,0,0
c_002537,0,0
c_002538,1,1
c_002539,1,1
c_002540,0,0
c_002541,0,0
c_002542,1,0
c_002543,1,0
c_002544,0,0
c_002545,0,0
c_002546,1,0
c_002547,0,0
c_002548,0,0
c_002549,1,0
c_002550,0,0
c_002551,0,0
c_002552,0,0
c_002553,0,0
c_002554,1,0
c_002555,0,0
c_002556,1,0
c_002557,0,0
c_002558,1,0
c_002559,0,0
c_002560,0,0
c_002561,1,1
c_002562,0,0
c_002563,1,1
c_002564,0,0
c_002565,1,0
c_002566,1,0
c_002567,1,0
c_002568,0,0
c_002569,1,0
c_002570,0,0
c_002571,0,0
c_002572,1,0
c_002573,0,1
c_002574,0,1
c_002575,1,1
c_002576,0,0
c_002577,0,0
c_002578,1,0
c_002579,0,0
c_002580,0,0
c_002581,1,0
c_002582,0,0
c_002583,0,0
c_002584,1,0
c_002585,1,0
c_002586,0,0
c_002587,0,0
c_002588,0,0
c_002589,1,0
c_002590,0,1
c_002591,1,0
c_002592,1,1
c_002593,1,1
c_002594,0,0
c_002595,1,0
c_002596,0,0
c_002597,1,1
c_002598,1,0
c_002599,0,0
c_002600,1,1
c_002601,0,1
c_002602,0,1
c_002603,1,0
c_002604,1,0
c_002605,1,0
c_002606,1,0
c_002607,0,0
c_002608,0,0
c_002609,1,0
c_002610,1,0
c_002611,0,0
c_002612,1,0
c_002613,1,1
c_002614,0,0
c_002615,1,0
c_002616,0,0
c_002617,0,0
c_002618,0,1
c_002619,1,0
c_002620,1,1
c_002621,0,0
c_002622,1,0
c_002623,1,0
c_002624,0,0
c_002625,1,1
c_002626,1,0
c_002627,1,0
c_002628,0,1
c_002629,0,0
c_002630,1,0
c_002631,1,0
c_002632,1,1
c_002633,1,0
c_002634,1,0
c_002635,1,1
c_002636,0,0
c_002637,0,0
c_002638,1,1
c_002639,0,0
c_002640,1,0
c_002641,0,0
c_002642,1,0
c_002643,0,0
c_002644,1,0
c_002645,0,0
c_002646,0,0
c_002647,0,0
c_002648,1,1
c_002649,0,1
c_002650,1,0
c_002651,0,0
c_002652,1,0
c_002653,1,0
c_002654,0,0
c_002655,0,0
c_002656,0,0
c_002657,1,0
c_002658,1,1
c_002659,0,0
c_002660,1,0
c_002661,1,0
c_002662,0,0
c_002663,1,0
c_002664,1,0
c_002665,0,0
c_002666,0,0
c_002667,0,0
c_002668,0,0
c_002669,1,1
c_002670,1,0
c_002671,0,0
c_002672,1,0
c_002673,0,0
c_002674,1,1
c_002675,1,0
c_002676,0,0
c_002677,0,0
c_002678,0,0
c_002679,0,0
c_002680,1,0
c_002681,1,0
c_002682,0,0
c_002683,1,0
c_002684,0,0
c_002685,0,0
c_002686,0,0
c_002687,0,0
c_002688,0,0
c_002689,0,0
c_002690,0,0
c_002691,0,0
c_002692,0,0
c_002693,0,0
c_002694,0,0
c_002695,1,0
c_002696,1,0
c_002697,1,1
c_002698,0,0
c_002699,0,0
c_002700,0,0
c_002701,0,0
c_002702,0,1
c_002703,0,0
c_002704,1,0
c_002705,1,0
c_002706,1,0
c_002707,0,0
c_002708,1,0
c_002709,0,0
c_002710,0,0
c_002711,1,1
c_002712,1,0
c_002713,0,0
c_002714,0,0
c_002715,1,0
c_002716,1,0
c_002717,0,0
c_002718,0,0
c_002719,0,0
c_002720,1,0
c_002721,0,1
c_002722,0,0
c_002723,1,0
c_002724,1,0
c_002725,1,0
c_002726,0,0
c_002727,1,0
c_002728,0,0
c_002729,0,0
c_002730,0,0
c_002731,0,0
c_002732,0,0
c_002733,0,0
c_002734,1,0
c_002735,1,0
c_002736,1,0
c_002737,0,0
c_002738,1,0
c_002739,1,0
c_002740,1,0
c_002741,1,0
c_002742,1,1
c_002743,1,0
c_002744,0,0
c_002745,1,0
c_002746,0,0
c_002747,0,0
c_002748,0,0
c_002749,1,0
c_002750,1,0
c_002751,1,0
c_002752,0,0
c_002753,1,0
c_002754,0,0
c_002755,0,0
c_002756,1,0
c_002757,0,0
c_002758,1,0
c_002759,0,0
c_002760,0,1
c_002761,0,0
c_002762,0,0
c_002763,1,0
c_002764,1,1
c_002765,0,0
c_002766,1,0
c_002767,1,1
c_002768,0,0
c_002769,1,0
c_002770,0,0
c_002771,1,0
c_002772,1,0
c_002773,1,0
c_002774,0,1
c_002775,1,1
c_002776,1,0
c_002777,1,0
c_002778,1,0
c_002779,1,0
c_002780,1,0
c_002781,0,0
c_002782,1,0
c_002783,0,1
c_002784,1,0
c_002785,0,0
c_002786,0,0
c_002787,0,0
c_002788,0,0
c_002789,0,0
c_002790,1,0
c_002791,1,1
c_002792,1,0
c_002793,1,1
c_002794,1,0
c_002795,1,0
c_002796,0,0
c_002797,1,0
c_002798,0,0
c_002799,0,0
c_002800,0,0
c_002801,0,0
c_002802,0,0
c_002803,0,0
c_002804,0,0
c_002805,1,0
c_002806,0,0
c_002807,0,0
c_002808,1,0
c_002809,1,1
c_002810,1,0
c_002811,1,0
c_002812,1,0
c_002813,1,0
c_002814,1,0
c_002815,1,0
c_002816,0,0
c_002817,1,0
c_002818,0,0
c_002819,0,0
c_002820,0,0
c_002821,0,0
c_002822,1,0
c_002823,1,1
c_002824,1,1
c_002825,1,0
c_002826,0,0
c_002827,1,0
c_002828,1,0
c_002829,1,0
c_002830,1,0
c_002831,0,0
c_002832,1,0
c_002833,0,0
c_002834,0,0
c_002835,0,0
c_002836,0,1
c_002837,1,0
c_002838,0,0
c_002839,0,0
c_002840,0,0
c_002841,1,1
c_002842,0,0
c_002843,1,0
c_002844,1,1
c_002845,0,0
c_002846,1,0
c_002847,0,0
c_002848,1,0
c_002849,0,0
c_002850,1,0
c_002851,0,0
c_002852,1,0
c_002853,0,0
c_002854,0,0
c_002855,0,0
c_002856,1,0
c_002857,0,0
c_002858,0,0
c_002859,0,0
c_002860,1,0
c_002861,0,0
c_002862,1,0
c_002863,1,0
c_002864,0,0
c_002865,1,1
c_002866,1,1
c_002867,1,1
c_002868,1,0
c_002869,1,1
c_002870,0,0
c_002871,0,0
c_002872,0,1
c_002873,0,0
c_002874,0,0
c_002875,1,0
c_002876,1,0
c_002877,1,0
c_002878,1,0
c_002879,1,0
c_002880,0,1
c_002881,1,0
c_002882,1,0
c_002883,1,0
c_002884,1,0
c_002885,0,0
c_002886,1,0
c_002887,1,1
c_002888,1,0
c_002889,0,0
c_002890,1,0
c_002891,0,0
c_002892,1,1
c_002893,0,0
c_002894,0,0
c_002895,1,0
c_002896,1,0
c_002897,0,0
c_002898,0,0
c_002899,0,0
c_002900,1,0
c_002901,0,0
c_002902,0,0
c_002903,0,1
c_002904,1,0
c_002905,1,0
c_002906,0,0
c_002907,1,0
c_002908,1,1
c_002909,0,0
c_002910,1,0
c_002911,0,0
c_002912,1,0
c_002913,0,0
c_002914,1,0
c_002915,1,1
c_002916,0,0
c_002917,0,1
c_002918,0,0
c_002919,1,1
c_002920,0,0
c_002921,1,1
c_002922,0,0
c_002923,0,0
c_002924,1,0
c_002925,1,0
c_002926,0,0
c_002927,0,0
c_002928,0,0
c_002929,1,0
c_002930,1,0
c_002931,0,0
c_002932,1,0
c_002933,1,0
c_002934,1,0
c_002935,1,0
c_002936,0,0
c_002937,0,0
c_002938,0,0
c_002939,1,0
c_002940,0,0
c_002941,1,0
c_002942,0,0
c_002943,1,0
c_002944,0,0
c_002945,1,0
c_002946,1,0
c_002947,0,0
c_002948,0,0
c_002949,0,0
c_002950,1,0
c_002951,0,0
c_002952,1,0
c_002953,1,0
c_002954,1,0
c_002955,0,0
c_002956,0,0
c_002957,0,0
c_002958,0,0
c_002959,1,0
c_002960,1,0
c_002961,1,1
c_002962,1,1
c_002963,1,1
c_002964,0,0
c_002965,0,1
c_002966,0,0
c_002967,1,0
c_002968,1,0
c_002969,1,0
c_002970,1,0
c_002971,1,0
c_002972,0,0
c_002973,1,0
c_002974,0,0
c_002975,0,0
c_002976,1,1
c_002977,0,0
c_002978,1,0
c_002979,1,1
c_002980,1,1
c_002981,1,0
c_002982,0,0
c_002983,1,0
c_002984,0,0
c_002985,1,0
c_002986,0,0
c_002987,1,0
c_002988,1,0
c_002989,1,1
c_002990,0,0
c_002991,0,0
c_002992,0,0
c_002993,1,0
c_002994,1,0
c_002995,0,0
c_002996,0,0
c_002997,0,0
c_002998,0,0
c_002999,0,0
